City,Category,Spot Name (English),Spot Name (Korean),Neighborhood,Michelin Status,Official Source Link
Seoul,Classic Korean,La Cantina,,"Euljiro 1-ga, Jung-gu",None,https://english.visitseoul.net/restaurants/La-Cantina-EN/ENP011702
Seoul,Classic Korean,Nolboo Sulfur Duck Restaurant,,Songpa-gu,None,https://english.visitseoul.net/restaurants/Nolboo-Sulfur-Duck-RestaurantJamsil/ENP002505
Seoul,Cafe,Cafe Layered Anguk Branch,,"Anguk / Bukchon, Jongno-gu",None,https://english.visitseoul.net/restaurants/Cafe-Layered-Anguk/ENP038318
Busan,Classic Korean,La ConTi,,"Cheongsapo, Haeundae-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,TETE O NE,,"Seomyeon, Busanjin-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,Zero Base,,"Millak, Suyeong-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,YAKITORI Haegong,,"Millak, Suyeong-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,SUSHI IRUKA,,"Marine City, Haeundae-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,Sushi sian,,"Centum City, Haeundae-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,SHOJIN,,Haeundae-gu,None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,MOZU,,"Marine City, Haeundae-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,Donggyeong Bapsang,,"Namcheon, Suyeong-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Korean seafood,Tambok,,"Ilgwang-eup, Gijang-gun",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Korean seafood,Mujinjang Hoetjip,,"Gijang-eup, Gijang-gun",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,Ajeossi Daegutang,,"Dalmaji, Haeundae-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Noodles,Budamyeonok,,"Jung-dong, Haeundae-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Korean seafood,Saechong Hoetjip,,"Banyeo-dong, Haeundae-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Classic Korean,Ssangdungi Dwaejigukbap,,Nam-gu (UN Memorial Park),None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Busan,Grilled Meat,Eunha Galbi,,"Choryang, Dong-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002002000
Seoul,Cafe,Suyeon Sanbang,,"Seongbuk-dong, Seongbuk-gu",None,https://english.visitseoul.net/restaurants/Suyeon-Sanbang-EN/ENP000979
Seoul,Grilled Meat,Byeokje Galbi Tower Palace,,"Dogok, Gangnam-gu",None,https://english.visitseoul.net/restaurants/Byeokje-Tower-Palace-EN/ENP005524
Seoul,Cafe,Café Rosso,,"Samcheong-dong, Jongno-gu",None,https://english.visitseoul.net/restaurants/Caf%C3%A9-Rosso-EN/ENP012557
Seoul,Cafe,Taegeukdang,,"Jangchung-dong, Jung-gu",None,https://english.visitseoul.net/restaurants/Taegeukdang/ENP026194
Seoul,Jajangmyeon,Jjamppong Zizon Jongno,짬뽕지존 종로,"25 Samil-daero 15-gil, Jongno-gu (Cheonggyecheon / Jongno)",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=56369
Seoul,Jajangmyeon,Masichaina,맛이차이나,"68 Dongmak-ro, Mapo-gu (Sangsu / Hapjeong)",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=66922
Seoul,Jajangmyeon,Jungguk,,"2 Jahamun-ro 33-gil, Jongno-gu (Seochon)",None,https://english.visitseoul.net/restaurants/Jungguk2/ENP014508
Seoul,Jajangmyeon,Busanjib Hongdae,,"2F, 100-6 Eoulmadang-ro, Mapo-gu",None,https://english.visitseoul.net/restaurants/Busanjib-HongdaeKR/ENPwpiwpw
Seoul,Grilled Meat,MGM Hongdae Branch,,"1F, 8 World Cup buk-ro 4-gil, Mapo-gu",None,https://english.visitseoul.net/MapoArea/2024-MGM/ENPtojamy
Seoul,Grilled Meat,Eongteori Saenggogi Hongdae,엉터리생고기 홍대,"118 Eoulmadang-ro, Mapo-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=56862
Seoul,Grilled Meat,YANG IN HWAN DAE Hongdae,,"1F, 86 Wausan-ro 29ga-gil, Mapo-gu",None,https://english.visitseoul.net/editorspicks/YANGINHWANDAEHongdae/ENPxuebom
Seoul,Grilled Meat,Mapo Sutbulgalbi,,"232 Dosan-daero, Gangnam-gu (Apgujeong / Dosan)",None,https://english.visitseoul.net/restaurants/Mapo-Sutbulgalbi1/ENP005757
Seoul,Grilled Meat,Mapo Sutbul Galbi,마포숯불갈비,"9-1 Dosin-ro 53-gil, Yeongdeungpo-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=49728
Seoul,Grilled Meat,Janggun Galbi,,"11 Yongmasan-ro, Gwangjin-gu (Junggok-dong)",None,https://english.visitseoul.net/restaurants/Baeknyeon-gage-Janggun-Galbi/ENP042254
Seoul,Grilled Meat,Galbi Myeongga Yisang,,"364 Jeongneung-ro, Seongbuk-gu",None,https://english.visitseoul.net/restaurants/GalbiMyeonggaYisang_/5631
Seoul,Galbijim,Jingogae Dongdaemun,,"301-1 Jong-ro, Jongno-gu (Dongdaemun Station Exit 2)",None,https://english.visitseoul.net/attractions/JingogaeDongdaemun/ENPfbg5iy
Seoul,Galbijim,Sinsin Maeun galbijjim,신신매운갈비찜,"8-1 Gukhoe-daero 36-gil, Yeongdeungpo-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=49616
Seoul,Cafe,Avelop Hongdae Flagship,,"6 Yanghwa-ro 15an-gil, Mapo-gu",None,https://english.visitseoul.net/area/Avelop/ENP22oa3h
Seoul,Cafe,Imi Coffee,,"1F, 7 Donggyo-ro 25-gil, Mapo-gu",None,https://english.visitseoul.net/restaurants/2024-imicoffee_/46418
Seoul,Cafe,Café Layered Yeonnam,,"223-20 Yeonnam-dong, Mapo-gu",None,https://english.visitseoul.net/restaurants/Caf%C3%A9%20Layered%20Yeonnam_/48856
Seoul,Cafe,EPI,,"1F, 518 Seolleung-ro, Gangnam-gu",None,https://english.visitseoul.net/gangnamarea/EPI/ENP9vr5hz
Seoul,Cafe,Jayondo Salt Bread in Seongsu,,"1F, 56-1 Yeonmujang-gil, Seongdong-gu",None,https://english.visitseoul.net/area/saltbread-in-seaside/ENPxtexu0
Seoul,Cafe,Ops Bakery (Jung-gu),,"81 Namdaemun-ro, Jung-gu",None,https://english.visitseoul.net/tours/seouls-bakeries--nostalgia-memories-and-bread/ENN020733
Seoul,Cafe,Samsong Bakery,,"20 Jangchungdan-ro 13-gil, Jung-gu (Hyundai City Outlet B2F)",None,https://english.visitseoul.net/tours/seouls-bakeries--nostalgia-memories-and-bread/ENN020733
Busan,Korean-Chinese,Sinheunggwan,,"31-1 Jungdong 1-ro, Haeundae-gu",None,https://visitbusan.net/index.do?lang_cd=en&menuCd=DOM_000000301002002001&uc_seq=1619
Cheonan,Galbijim,Girin the Maeun Galbijjim,기린더매운갈비찜,"34-6 Buldang 16-gil, Seobuk-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=57303
Seoul,Jajangmyeon,Gayaseong,가야성,"6 Eulji-ro 9-gil, Jung-gu (Euljiro / Myeongdong)",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=47952
Seoul,Jajangmyeon,Ogu Banjeom,오구반점,"60 Supyo-ro, Jung-gu (Euljiro)",None,https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=46034
Seoul,Jajangmyeon,Manboseong,만보성,"53 Seosulla-gil, Jongno-gu",None,https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=48309
Seoul,Jajangmyeon,Songjugjang,,"203 Mullae-ro, Yeongdeungpo-gu",None,https://english.visitseoul.net/restaurants/Baeknyeon-gage-Songjugjang_/42406
Seoul,Jajangmyeon,Donghunkwan,,"20 Siheung-daero 63-gil, Geumcheon-gu",None,https://english.visitseoul.net/restaurants/Baeknyeon-gage-Donghunkwan_/42443
Seoul,Jajangmyeon,Janggagu,,"19 Yeonseo-ro 4-gil, Eunpyeong-gu",None,https://english.visitseoul.net/area/Janggagu/ENPsknabd
Seoul,Jajangmyeon,Gabongnu,,"5-27 Saemunan-ro 5-gil, Jongno-gu",None,https://english.visitseoul.net/attractions/Gabongnu_/46874
Seoul,Grilled Meat,Hongneung Galbijip,,"85 Jegi-ro, Dongdaemun-gu",None,https://english.visitseoul.net/restaurants/Hongneung-Galbijip-EN/ENP005598
Seoul,Grilled Meat,Hyeongje Galbi,,"2 Myeongmul 1-gil, Seodaemun-gu (Sinchon)",None,https://english.visitseoul.net/restaurants/Hyeongje-Galbi/ENP011643
Seoul,Grilled Meat,Moguchon Sutbulgalbi,목우촌숯불갈비,"49-1 Seonggyungwan-ro, Jongno-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=59612
Seoul,Grilled Meat,Hanu Samgyeop,한우삼겹,"31 Myeongdong 4-gil, Jung-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=51582
Seoul,Grilled Meat,Gwangyang Bulgogi Bonga,광양불고기본가,"16 Dogok-ro 99-gil, Gangnam-gu",None,https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=99426
Seoul,Galbijim,Ijo,이조,"8 Insadong 3-gil, Jongno-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=47788
Seoul,Cafe,Cafe aA,,"19-18 Wausan-ro 17-gil, Mapo-gu",None,https://english.visitseoul.net/restaurants/cafe-aA-EN/ENP000997
Seoul,Cafe,Colline,,"45 Eulmadang-ro, Mapo-gu",None,https://english.visitseoul.net/restaurants/Colline/ENP040675
Seoul,Cafe,FLAN,,"Room 102, 9-8 Wausan-ro 11-gil, Mapo-gu",None,https://english.visitseoul.net/restaurants/FLAN/ENPjns5q9
Seoul,Cafe,B-hind,,"18 Eoulmadang-ro 5-gil, Mapo-gu",None,https://english.visitseoul.net/restaurants/B-hind-E/ENP011936
Seoul,Cafe,Homilbat,,"43 Sinchonnyeok-ro, Seodaemun-gu",None,https://english.visitseoul.net/restaurants/2024-homilbat/ENPpteyc2
Seoul,Cafe,Scene,,"1F, 20 Yeonmujang 5-gil, Seongdong-gu",None,https://english.visitseoul.net/restaurants/Scene/ENPut7t7t
Seoul,Cafe,CaféCité,,"71 Seongsui-ro, Building 3, Seongdong-gu",None,https://english.visitseoul.net/area/cafecite/ENPcsfluy
Seoul,Grilled meat,Dokkaebi Bulgogi,도깨비불고기,"38 Eulji-ro 43-gil, Jung-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=58813
Seoul,Grilled meat,Gwanghwamun Seokgalbi,광화문석갈비,"136 Sejong-daero, Jung-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=56222
Seoul,Cafe,Dotori Oven,,"37-25 Yeonmujang-gil, Seongdong-gu",None,https://english.visitseoul.net/area/dotori-seoul/ENPn176ze
Seoul,Cafe,Room Temperature,,"6 Seongdeokjeong 9ga-gil, Seongdong-gu",None,https://english.visitseoul.net/restaurants/roomtemperature/ENPm10x7q
Seoul,Cafe,Anderson C,,"1F, 36 Seongsuil-ro 6-gil, Seongdong-gu",None,https://english.visitseoul.net/area/AndersonC/ENPr0prjx
Seoul,Cafe,Bricksand Seongsu Factory,,"1F, 54 Seongsui-ro 20-gil, Seongdong-gu",None,https://english.visitseoul.net/area/BRICKSAND-SeongsuFactory/ENP7wi581
Seoul,Jajangmyeon,Madam Ming,,"5-4 Seolleung-ro 86-gil, Gangnam-gu",None,https://english.visitseoul.net/gangnamarea/madam-ming-en_/11745
Seoul,Grilled meat,Jangsu Sikdang,,"95 Samjeon-ro, Songpa-gu",None,https://english.visitseoul.net/eat/Jangsu-Sikdang/ENP013854
Seoul,Cafe,Hakrim Dabang,,"2F, 119 Daehak-ro, Jongno-gu",None,https://english.visitseoul.net/restaurants/Hakrim-Coffee-Shop/ENP025377
Seoul,Grilled meat,Yeonnam Seosikdang,연남서식당,"32 Baekbeom-ro 2-gil, Mapo-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=52350
Seoul,Grilled meat,Dosan Butchery Cheongdam Main Branch,,"1F, 12 Seolleung-ro 155-gil, Gangnam-gu",None,https://english.visitseoul.net/restaurants/DosanButchery/ENP2h15qg
Seoul,Grilled meat,Ouga,,"39 Myeongdong 8ga-gil, Jung-gu",None,https://english.visitseoul.net/restaurants/Ouga-EN/ENP004698
Seoul,Cafe,Goshen,,"18 Seolleung-ro 158-gil, Gangnam-gu",None,https://english.visitseoul.net/restaurants/Goshen-EN/ENP001056
Seoul,Grilled meat,Heukdonga (Gangnam / Samseong),,"14 Bongeunsa-ro 86-gil, Gangnam-gu",None,https://english.visitseoul.net/restaurants/Heukdonga-EN/ENP006289
Seoul,Cafe,Café SangGuk,,"47-7 Changdeokgung-gil, Jongno-gu",None,https://english.visitseoul.net/restaurants/cafe-sangguk/ENP04yoa2
Seoul,Cafe,Passion 5,,"272 Itaewon-ro, Yongsan-gu",None,https://english.visitseoul.net/restaurants/Passion-52/ENP013534
Seoul,Grilled meat,Arirang,,"23 Namdaemun-ro 7-gil, Jung-gu",None,https://english.visitseoul.net/restaurants/Arirang/ENP009490
Seoul,Cafe,PeterPan 1978,,"10 Jeungga-ro, Seodaemun-gu",None,https://english.visitseoul.net/restaurants/Peter-Pan-1978/ENP028351
Seoul,Grilled meat,Dobongsan Galbi,,"919 Dobong-ro, Dobong-gu",None,https://english.visitseoul.net/restaurants/Dobongsan-Galbi_/2627
Seoul,Cafe,Cosmos Grocery Seongsu,,"1F, 27 Seongsui-ro 7-gil, Seongdong-gu",None,https://english.visitseoul.net/restaurants/CosmosgrocerySeongsu/ENPstf3z3
Busan,Grilled Meat,Camping BBQ Clouds,,"560 Gomnae-gil, Jeonggwan-eup, Gijang-gun",None,https://visitbusan.net/index.do?lang_cd=en&menuCd=DOM_000000302003001000&uc_seq=2156
Seoul,Jajangmyeon,Dongbangmyeongju Chungmuro Main Store,동방명주 충무로점,"186 Toegye-ro, Jung-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=192789
Seoul,Jajangmyeon,Sinrakwon,,"2 Jeonnong-ro 20-gil, Dongdaemun-gu",None,https://english.visitseoul.net/restaurants/2023020/ENP1rnlut
Seoul,Grilled Meat,Wangbijip,왕비집,"26 Myeongdong 8ga-gil, Jung-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=83635
Seoul,Grilled Meat,Dalmaji Gwangjang Barbecue,,"1F, 112-1 Eulji-ro, Jung-gu",None,https://english.visitseoul.net/restaurants/dalmazibbq/ENPjdhubv
Seoul,Grilled Meat,BBQ YUL Gangnam Branch,,"2F, 48 Seocho-daero 78-gil, Seocho-gu",None,https://english.visitseoul.net/restaurants/bbqyul/ENPg70qkk
Seoul,Grilled Meat,Blue Roof Town Hongdae Branch,,"1F, 128 Yanghwa-ro, Mapo-gu",None,https://english.visitseoul.net/restaurants/BlueRoofTownHongdaeBranch/ENPn88gm7
Seoul,Grilled Meat,Original Jobak House,,"313-1 Tojeong-ro, Mapo-gu",None,https://english.visitseoul.net/restaurants/OriginalJoBakJip/ENPon4w77
Seoul,Grilled Meat,Chungsoojang,,"237-2 Jeongneung-ro, Seongbuk-gu",None,https://english.visitseoul.net/restaurants/Baeknyeon-gage-Chungsoojang/ENP042377
Seoul,Grilled Meat,Yeontabal Jongro,연타발 종로,"19 Samil-daero 15-gil, Jongno-gu",None,https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=57647
Seoul,Grilled Meat,Chosun Hwaro Gui,조선화로구이,"5 World Cup buk-ro, Mapo-gu",None,https://english.visitkorea.or.kr/svc/whereToGo/locIntrdn/rgnContentsView.do?vcontsId=214996
Seoul,Grilled Meat,Gyeongsong,,"1F, 22 Cheonho-daero 159-gil, Gangdong-gu",None,https://english.visitseoul.net/restaurants/Gyeongsong/ENPgotwff
Seoul,Grilled Meat,Seocho Galbi,서초갈비,"12 Banpo-daero, Seocho-gu",None,https://english.visitseoul.net/restaurants/Seoriful-Ribs-EN/ENP006638
Seoul,Galbijim,Songlimga,송림가,"398 Gyeongin-ro, Guro-gu",None,https://korean.visitseoul.net/restaurants/%EC%86%A1%EB%A6%BC%EA%B0%80/KOP006631
Seoul,Cafe,Gonggangab,,"1-2F, 48-8 Supyo-ro, Jung-gu",None,https://english.visitseoul.net/restaurants/2024-gonggangob/ENPy7d39v
Seoul,Cafe,Jilsiru - Rice Cake Cafe,떡카페 질시루,"71 Donhwamun-ro, Jongno-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=91797
Seoul,Cafe,Parole & Langue,,"8 Seongmisan-ro 29an-gil, Mapo-gu",None,https://english.visitseoul.net/restaurants/Parole-Langue/ENP0p4bkd
Seoul,Cafe,Antique Coffee Yeonnam Branch,,"1F, 25-1 Yeonhui-ro, Mapo-gu",None,https://english.visitseoul.net/restaurants/ANTIQUE-COFFEE/ENPfru4mc
Busan,Korean-Chinese,Beijing Bicycle,북경의 자전거,"14 Yongdang-ro 5beon-gil, Buk-gu",None,https://visitbusan.net/index.do?lang_cd=en&menuCd=DOM_000000301002001000&uc_seq=949
Busan,Grilled Meat & Jokbal,Apgujeong Hanu Galbi,압구정한우갈비,"61 Cheongnyong-ro, Geumjeong-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=192530
Busan,Grilled Meat & Jokbal,Matchandeul Wangsogeumgui Haeundae,맛찬들왕소금구이 해운대,"46 Haeun-daero 608beon-gil, Haeundae-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=45590
Busan,Grilled Meat & Jokbal,Jayeon Chogalbi,자연초갈비,"14-1 Daehak-ro, Busanjin-gu",None,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=55136
Busan,Cafe,Cafe off.o,,"860 Gijanghaean-ro, Gijang-eup, Gijang-gun",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000302003001000&uc_seq=2093&lang_cd=en
Busan,Cafe,Sea & Tree,,"808 Ilgwang-ro, Ilgwang-eup, Gijang-gun",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000302003001000&uc_seq=1966&lang_cd=en
Busan,Cafe,P. Ark Cafe & Bakery,,"4F, 180 Haeyang-ro 195beon-gil, Yeongdo-gu",None,https://www.visitbusan.net/en/index.do?menuCd=DOM_000000301002001000&uc_seq=1445&lang_cd=en
